
1 | 6524 
2 | 6474 
3 | 6414 
4 | 6344 
5 | 6289 
6 | 6253 
7 | 6255 
8 | 6267 
9 | 6320 
10 | 6400 
11 | 6476 
12 | 6538 
13 | 6544 
14 | 6509 
15 | 6458 
16 | 6388 
17 | 6354 
18 | 6315 
19 | 6311 
20 | 6353 
21 | 6406 
22 | 6492 
23 | 6602 
24 | 6710 
25 | 6816 
26 | 6864 
27 | 6882 
28 | 6893 
29 | 6850 
30 | 6780 
31 | 6682 
32 | 6571 
33 | 6430 
34 | 6302 
35 | 6241 
36 | 6219 
37 | 6221 
38 | 6222 
39 | 6225 
40 | 6259 
41 | 6282 
42 | 6307 
43 | 6325 
44 | 6338 
45 | 6359 
46 | 6357 
47 | 6346 
48 | 6359 
49 | 6353 
50 | 6332 
51 | 6270 
52 | 6212 
53 | 6225 
54 | 6261 
55 | 6305 
56 | 6354 
57 | 6402 
58 | 6479 
59 | 6554 
60 | 6616 
61 | 6659 
62 | 6634 
63 | 6595 
64 | 6537 
65 | 6496 
66 | 6481 
67 | 6473 
68 | 6474 
69 | 6446 
70 | 6417 
71 | 6412 
72 | 6433 
73 | 6485 
74 | 6520 
75 | 6534 
76 | 6541 
77 | 6534 
78 | 6508 
79 | 6509 
80 | 6493 
81 | 6490 
82 | 6469 
83 | 6450 
84 | 6407 
85 | 6369 
86 | 6347 
87 | 6307 
88 | 6283 
89 | 6290 
90 | 6327 
91 | 6399 
92 | 6437 
93 | 6428 
94 | 6394 
95 | 6356 
96 | 6355 
97 | 6366 
98 | 6375 
99 | 6365 
100 | 6323 
101 | 6297 
102 | 6282 
103 | 6264 
104 | 6275 
105 | 6306 
106 | 6364 
107 | 6406 
108 | 6437 
109 | 6451 
110 | 6438 
111 | 6408 
112 | 6347 
113 | 6289 
114 | 6263 
115 | 6246 
116 | 6255 
117 | 6283 
118 | 6297 
119 | 6291 
120 | 6253 
121 | 6217 
122 | 6180 
123 | 6138 
124 | 6080 
125 | 5987 
126 | 5916 
127 | 5871 
